Name,Handle,Timestamp,Content,Comments,Retweets,Likes,Analytics,Tweet Link
sodah,@RockstarTracks,2024-01-23T23:26:41.000Z,can’t wait to see it,0,0,0,7,https://twitter.com/RockstarTracks/status/1749936720240582855
sasha∞⁸ | IN HER ROCKSTAR ERA,@hjthesweetmochi,2024-01-23T23:26:37.000Z,"Y'all call hj's akgæs to come out. Most of the dragging tweet towards lia were posted by hj's akgæs. I mean, y'all did it to yourselves",0,0,0,1,https://twitter.com/hjthesweetmochi/status/1749936703824179367
andra,@andrearenaless,2024-01-23T23:26:07.000Z,rockstar haciendo tarea de civil con la ayuda de tres personas,0,0,0,8,https://twitter.com/andrearenaless/status/1749936577617273123
original hater,@CMLXXXVIII,2024-01-23T23:25:54.000Z,mdrr c’est tellement une rockstar,0,0,1,42,https://twitter.com/CMLXXXVIII/status/1749936523557195800
sodah,@RockstarTracks,2024-01-23T23:25:38.000Z,shawty wanna f*ck woah,0,0,0,5,https://twitter.com/RockstarTracks/status/1749936457995952224
Suze V,@SuzeV3,2024-01-23T23:25:36.000Z,"At Australian Open … Noah Djokovic is a rockstar. When he came out to play the crowd went wild. DO NOT BELIEVE THE MEDIA who sell a story $$ from one nasty voice in the crowd, ignoring the many adoring ones. He has just as many Aussie fans as Serb. A star",0,0,0,8,https://twitter.com/SuzeV3/status/1749936450983035388
sodah,@RockstarTracks,2024-01-23T23:25:00.000Z,look up topster 2,1,0,1,9,https://twitter.com/RockstarTracks/status/1749936300487238024
sasha∞⁸ | IN HER ROCKSTAR ERA,@hjthesweetmochi,2024-01-23T23:24:57.000Z,"A wrong and unnecessary observation, which many people have been telling them? And under that post, there are hate posts directed to hj. So dont fckng say noone is hating on him. Y'all started the fckng shit when everyone in stayville are having fun",0,0,0,1,https://twitter.com/hjthesweetmochi/status/1749936285077426270
SlashWarrior87,@SlashWarrior87,2024-01-23T23:24:52.000Z,I know this probably is a long shot but Chai from Hi-Fi Rush who is a rockstar guitarist! One of my favourite characters! I know Hi-FI Rush is only one game so technically its not a series but it's a character I'd love to see you take a shot at in your style,1,0,1,8,https://twitter.com/SlashWarrior87/status/1749936265946866136
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:24:39.000Z,"And you're taking Haiti the poorest country, literally stripped by the French and the United States of everything they got and thought it was gonna prove your point? Just spreading white supremacist rhetoric:",0,0,0,6,https://twitter.com/Dexignerdreams/status/1749936211278381507
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:24:16.000Z,Fish man played open E and pogged,0,0,0,3,https://twitter.com/AxolotlRockstar/status/1749936114692243878
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:23:52.000Z,My country don't look like that honey LMFAOOO. And this is one of the houses we own goofy. I'm in America cause i was born here. I can move there as i please.,0,0,0,7,https://twitter.com/Dexignerdreams/status/1749936013928026550
rockstar,@luvisrage2____,2024-01-23T23:23:51.000Z,,0,0,0,2,https://twitter.com/luvisrage2____/status/1749936007196053925
sodah,@RockstarTracks,2024-01-23T23:23:49.000Z,ty! you should totally make one,1,0,1,15,https://twitter.com/RockstarTracks/status/1749936000841990251
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:23:48.000Z,THANK YOUUUU movie depressing asF idk why out of ALL movies why df would they remake this,0,0,0,4,https://twitter.com/JTheFantasy/status/1749935998555881836
Q,@peterka_quimey,2024-01-23T23:23:33.000Z,Rockstar,0,0,0,7,https://twitter.com/peterka_quimey/status/1749935932361617426
Jil Shah,@jillu_jelly,2024-01-23T23:23:13.000Z,"Some people make dark jokes but brighten your life (and guarantee you hell) but you still love them.

That's  Happy birthday Rockstar ",0,0,0,2,https://twitter.com/jillu_jelly/status/1749935848399716753
Էմիլ (cyber)punk-rockstar era,@EmilBtnl,2024-01-23T23:23:12.000Z,Thanks again for the most awesome show in my life  #NewProfilePic,0,0,1,3,https://twitter.com/EmilBtnl/status/1749935846177046628
LeozinBC,@LeoBC2215,2024-01-23T23:23:07.000Z,"Take two

""Ah mas eles são donos da rockstar"" por isso mesmo, eles n merecem a dona rockstarKKKKKKKK",0,0,0,4,https://twitter.com/LeoBC2215/status/1749935824177652082
HOLY ROCKSTAR,@bigbhabieblue,2024-01-23T23:22:52.000Z,i wanna work with a female videographer im tired of these dudes,0,0,0,1,https://twitter.com/bigbhabieblue/status/1749935760134787521
sasha∞⁸ | IN HER ROCKSTAR ERA,@hjthesweetmochi,2024-01-23T23:22:29.000Z,"Should i remind u that stay is one of the ONLY fandoms who has been nothing but supportive of itzy? When the kpop stans are there to drag y'all's girls, y'all will never see a stay in the hate train. So sit tf down, and dont try to piss us off by dragging hj and act like a victim",0,0,1,32,https://twitter.com/hjthesweetmochi/status/1749935667189280840
ROCKSTAR,@Drockk_27,2024-01-23T23:22:29.000Z,Nvm u actin like u forgot what u said ,0,0,0,3,https://twitter.com/Drockk_27/status/1749935664731197903
Ryan Storrar,@Stor_rar,2024-01-23T23:22:20.000Z,Homie acting like we are buying the game because his likeness is in it. I hope rockstar just wipes the character altogether as a big “Fuck You” now you get nothing,0,0,0,15,https://twitter.com/Stor_rar/status/1749935627788038272
sodah,@RockstarTracks,2024-01-23T23:21:58.000Z,"The official sodah topster! 
1 per artist 
(likes and rts appreciated)",4,2,10,125,https://twitter.com/RockstarTracks/status/1749935535643394414
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:21:55.000Z,believing in kill on first sight >>>>,1,0,1,6,https://twitter.com/AxolotlRockstar/status/1749935521017844107
kaos,@covenstyle,2024-01-23T23:21:52.000Z,"seria muito rockstar girlfriend dessa aqui, viveria em backstage esperando ela descer do palco toda suada e me chamar de inútil porque esqueci de acender o cigarro dela",0,0,0,11,https://twitter.com/covenstyle/status/1749935510556975246
Maggie,@1bmbshell,2024-01-23T23:21:47.000Z,"YOU ARE MY ""ROCKSTAR"" ANNE HATHAWAY!!",0,0,1,60,https://twitter.com/1bmbshell/status/1749935491187908787
mine is a underrated gem,@amusicmuse,2024-01-23T23:21:39.000Z,Duhhhhhhhh. mannn a real rockstar,0,0,0,8,https://twitter.com/amusicmuse/status/1749935456836608338
arjen's // eiffel is malding over law,@jinjinjinanjing,2024-01-23T23:21:34.000Z,Truly the death of a rockstar,0,0,0,31,https://twitter.com/jinjinjinanjing/status/1749935433935634655
The Guy,@Guygies,2024-01-23T23:20:52.000Z,The kind of Agent I want now for the software industry is the kind of Agent a famous actor or rockstar gets. Somebody to sort through all the chaff and gaggle to find me top paying work that I want to do.,0,0,0,27,https://twitter.com/Guygies/status/1749935257951088865
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:20:48.000Z,I dey reason my life,0,0,0,3,https://twitter.com/JOyogoa/status/1749935243748835353
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:20:33.000Z,,0,0,0,4,https://twitter.com/JOyogoa/status/1749935179269804527
sodah,@RockstarTracks,2024-01-23T23:20:06.000Z,all red playboi carti,0,0,0,10,https://twitter.com/RockstarTracks/status/1749935067412250890
Tori released The HOST as nightmare fuel,@TCWestminster,2024-01-23T23:19:57.000Z,You are a rockstar!!!! Take a breath!!! Breathe in your awesomeness!,1,0,0,10,https://twitter.com/TCWestminster/status/1749935028237140397
AlfaGames,@RGta676826,2024-01-23T23:19:50.000Z,"Te aseguro que Rockstar sacará el segundo trailer MUY PRONTO y no soy un clickbate ni nada, simplemente teniendo en cuenta el año fiscal 2024 que termina en marzo de 2025 y que GTA 6 tendrá al menos 4 tráileres el segundo tiene que salir aproximadamente como mínimo en dos meses.",1,0,1,17,https://twitter.com/RGta676826/status/1749934999950778619
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:19:46.000Z,"Diamonds and Promises,he makes me feel guilty as a guy listening to a gay artist",0,0,0,8,https://twitter.com/JOyogoa/status/1749934983676862551
Tigrillo Rockstar,@FelixRe92,2024-01-23T23:19:45.000Z,¿Será? ,0,0,0,5,https://twitter.com/FelixRe92/status/1749934976219623835
music & tears,@he4dphoneson,2024-01-23T23:19:43.000Z,il est la rockstar qu’il pense être,0,0,0,11,https://twitter.com/he4dphoneson/status/1749934970129572070
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:18:56.000Z,,0,0,0,15,https://twitter.com/AxolotlRockstar/status/1749934771214712907
jae ˚* ❀ LOVES JISEOK,@maisonjaee,2024-01-23T23:18:50.000Z,my prettiest most radiant rockstar<3,0,0,2,14,https://twitter.com/maisonjaee/status/1749934745373344080
Why always me?,@Randomguy_6,2024-01-23T23:18:41.000Z,Rockstar lawyers Rn,0,0,0,12,https://twitter.com/Randomguy_6/status/1749934707301916941
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:18:39.000Z,knuckles,0,0,0,6,https://twitter.com/AxolotlRockstar/status/1749934702281265528
Pat,@PatRunner89,2024-01-23T23:18:24.000Z,Well well well.  Happy birthday .  Party like a rockstar.,1,0,1,32,https://twitter.com/PatRunner89/status/1749934635768009036
franster,@fransteryuki,2024-01-23T23:18:06.000Z,,0,0,0,4,https://twitter.com/fransteryuki/status/1749934563915407517
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:18:00.000Z,Your ancestors built something cause they were FORCED to. They didn't have a choice or they'd die and you wouldn't be here. If our ancestors couldn't build anything how do we have functioning countries in the Caribbean?,1,0,0,14,https://twitter.com/Dexignerdreams/status/1749934537407172786
sasha∞⁸ | IN HER ROCKSTAR ERA,@hjthesweetmochi,2024-01-23T23:18:00.000Z,I know! I mean everyone are happy with these 2 talented people performing together and even doing dance challenges. But here comes a loser trying to ruin the fun,0,0,0,7,https://twitter.com/hjthesweetmochi/status/1749934536136474935
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:17:58.000Z,アカデミー授賞式は日本時間3/11（月）朝７時から放送なんだってWOWOW見れないけど速報楽しみにしてるよ,0,0,0,12,https://twitter.com/rockstar_AIM/status/1749934526846079158
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:17:38.000Z,vanilla fosty,1,0,0,19,https://twitter.com/AxolotlRockstar/status/1749934446810476796
Maza,@Mazza8032,2024-01-23T23:17:36.000Z,C’est tlm la Rockstar qu’il pense être,0,1,6,140,https://twitter.com/Mazza8032/status/1749934434953122212
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:17:33.000Z,アカデミー授賞式は日本時間3/11（月）朝７時から放送なんだってWOWOW見れないけど速報楽しみにしてるよ,0,0,0,12,https://twitter.com/rockstar_AIM/status/1749934424622547285
Rob,@RcRobby13,2024-01-23T23:16:34.000Z,"GM Sweep, you Rockstar!",0,0,0,5,https://twitter.com/RcRobby13/status/1749934175048667316
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:16:16.000Z,Something tells me she probably deserved it. You know how people throw rocks then hide they hand and try to play victim ? Yeah,0,0,0,9,https://twitter.com/JTheFantasy/status/1749934099924447612
Depressing Pessimistic Padres Fan,@RollinStoney1,2024-01-23T23:16:13.000Z,"Come on ""Rockstar GM""",0,0,1,19,https://twitter.com/RollinStoney1/status/1749934087354380453
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:16:02.000Z,Werey go rush google am,0,0,0,8,https://twitter.com/JOyogoa/status/1749934041355186635
Intro,@useintro,2024-01-23T23:16:00.000Z, is a rockstar!! So happy to have him on Intro,0,0,0,4,https://twitter.com/useintro/status/1749934035064000679
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:15:49.000Z,3/11（月）朝７時からだねWOWOW見れないけど楽しみにしてるよ！,0,0,0,15,https://twitter.com/rockstar_AIM/status/1749933986791788824
Enrique Pazos,@enriquepazos,2024-01-23T23:15:29.000Z,"Como decía el rockstar Aristóteles:

""La única manera de evitar la crítica es no hacer nada, no decir nada y no ser nada.""",0,2,5,184,https://twitter.com/enriquepazos/status/1749933901978419692
YOSHI,@yoshi_rockstar,2024-01-23T23:15:23.000Z,,0,0,1,25,https://twitter.com/yoshi_rockstar/status/1749933880239640607
hamie rewatching hannibal (rockstar),@speakmeowtv,2024-01-23T23:15:13.000Z,this translation….. RAWRRRRARARAWAR,0,0,0,18,https://twitter.com/speakmeowtv/status/1749933837776273834
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:15:11.000Z,"I've got some soundtracks from the movie that I still listen to,my favorite is ""The Greatest show""",1,0,0,9,https://twitter.com/JOyogoa/status/1749933827256950874
Kenji,@RonYamauchi,2024-01-23T23:14:47.000Z,I’d like to think we’re not a bad bunch but yeah,0,0,0,5,https://twitter.com/RonYamauchi/status/1749933727864795565
Anela　2022年JGC修行✈︎ BONVOY,@AnelaTRIP,2024-01-23T23:14:35.000Z,パイセンパイセンにまたここで会えて良かった,0,0,0,10,https://twitter.com/AnelaTRIP/status/1749933675905695890
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:14:28.000Z,That video literally means nothing it’s just girls who are drunk and having fun probably on a vacation doing something they consider fun and “wild” lol and I’ve seen people with “class” do WAY WORSE ,0,0,1,9,https://twitter.com/JTheFantasy/status/1749933646763470909
フルカワユタカコラbot,@rockstar_colla,2024-01-23T23:14:02.000Z,出勤,0,0,1,50,https://twitter.com/rockstar_colla/status/1749933537372082460
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:13:49.000Z,And i can't flee from a place i wasn't born in lmfaoo,1,0,0,14,https://twitter.com/Dexignerdreams/status/1749933482782920819
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:13:35.000Z,Aww the country that literally considered black people 3/5s of a person and only freed the slaves cause that was the only way to win the civil war?,1,0,0,27,https://twitter.com/Dexignerdreams/status/1749933425639993534
sulehn,@minhogff,2024-01-23T23:13:02.000Z,"canción más escuchada/canción menos escuchada: Rockstar"""" y te doy un álbum",4,0,2,105,https://twitter.com/minhogff/status/1749933288007901545
Akawa,@Akawa3GNL,2024-01-23T23:12:52.000Z,"Honestly, RDR2 was actually garbage with what Rockstar had on their hands lmao

If GTA VI uses the (untouched) RDR2 system properly, you'll REALLY love how well made that thing is.",1,0,2,8,https://twitter.com/Akawa3GNL/status/1749933247058809281
rockstar,@Fresia_sampson,2024-01-23T23:12:46.000Z,Q ganas de ser novia se Milo J y me escriba canciones tan bellas,0,0,0,8,https://twitter.com/Fresia_sampson/status/1749933220223685039
hamie rewatching hannibal (rockstar),@speakmeowtv,2024-01-23T23:12:19.000Z,im going to die.. and the only thing that can save me….. cinnamon,0,0,3,16,https://twitter.com/speakmeowtv/status/1749933106432512092
Էմիլ (cyber)punk-rockstar era,@EmilBtnl,2024-01-23T23:12:10.000Z,If you see this post your lock screen,0,0,0,10,https://twitter.com/EmilBtnl/status/1749933067689717843
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:12:08.000Z,It was always common we just didn’t have social media then or phones so you didn’t see or actually know,0,0,0,12,https://twitter.com/JTheFantasy/status/1749933061561626991
RockStar,@RockyVeno,2024-01-23T23:11:45.000Z,"This is disgusting…this is what Trump is fighting …people who buy elections steal elections, and who murder people so that they can enrich themselves off of our backs…This needs to be on EVERY NEWS PROGRAM…but it won’t be because they are bought too!!!",0,0,0,22,https://twitter.com/RockyVeno/status/1749932964895744443
Rockstar Lifestyle,@mosthated23__,2024-01-23T23:11:40.000Z,"Bitch, this is the most random shit I’ve heard all day",0,0,0,14,https://twitter.com/mosthated23__/status/1749932943815159815
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:11:36.000Z,Whenever I benefited the most from the government NGL for me the pandemic was lit and miney was on the floorrrrrr,0,0,0,0,https://twitter.com/JTheFantasy/status/1749932926404325860
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:11:11.000Z,Is this even hygienic?,0,0,0,0,https://twitter.com/JOyogoa/status/1749932822478127503
Life of a Rockstar || HEARTSTEEL Zine,@HeartsteelZine,2024-01-23T23:11:00.000Z,"We've gotten a few questions/ comments about an ongoing zine, so just to clarify- this was/ is a project separate from ours!",0,0,8,155,https://twitter.com/HeartsteelZine/status/1749932775325511771
Regie,@rockstar_regie,2024-01-23T23:10:55.000Z,Ang saya!!!,1,0,0,3,https://twitter.com/rockstar_regie/status/1749932754937299308
Ava Spooner,@AvaSpooner,2024-01-23T23:10:10.000Z,"You’re a rockstar, my friend ",0,0,0,1,https://twitter.com/AvaSpooner/status/1749932563781615928
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:09:59.000Z,Bitch lmfaooooooooooo I actually spat my drink out Omggg,0,0,0,1,https://twitter.com/JTheFantasy/status/1749932519716507732
Regie,@rockstar_regie,2024-01-23T23:09:48.000Z,My Sto Niño Kalibo Ati-Ativan Highlights!!,1,0,0,8,https://twitter.com/rockstar_regie/status/1749932472341832085
222 // 23,@luciamatasv,2024-01-23T23:08:18.000Z,"dejar de hacer la pose rockstar en la cara sin mi consentimiento, porfavor y gracias",0,0,1,17,https://twitter.com/luciamatasv/status/1749932094954844209
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:07:53.000Z,No energy at all and not giving believable,0,0,0,1,https://twitter.com/JTheFantasy/status/1749931990093045941
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:06:52.000Z,This is prime example why women who aren’t “hoes” need to stop appropriating the culture/fashion if they not ready for what comes with it df,0,0,0,3,https://twitter.com/JTheFantasy/status/1749931734936764750
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:06:10.000Z,When she asked “am I selling sex” I lost it cause it damn sure ain’t giving she sells insurance or food  her outfit isn’t “fashion” literally a Hoe outfit,0,0,0,17,https://twitter.com/JTheFantasy/status/1749931558348132461
Regie,@rockstar_regie,2024-01-23T23:06:02.000Z,Mag Didinagyang ba ?,0,0,0,4,https://twitter.com/rockstar_regie/status/1749931526379430302
Shmitapz,@shmitapz,2024-01-23T23:05:36.000Z,"So Nintendo be finna sayin' that they don't want competición in their own game genre?

Because holy fuck Rockstar Will Sue everyone that ever has made an open world Game with guns and cars",0,0,0,6,https://twitter.com/shmitapz/status/1749931414978461838
Jabes,@GISRockstar,2024-01-23T23:05:00.000Z,"Man, I forgot all about it.",0,0,0,3,https://twitter.com/GISRockstar/status/1749931266248462633
Fr4nkie Cheeks,@Fr4nkieCheeks,2024-01-23T23:04:53.000Z,"Dude is a real life walking, talking clown . The game is a year from release. He’s just feeding Rockstar content for an Easter egg side mission at this point ",0,0,0,9,https://twitter.com/Fr4nkieCheeks/status/1749931234745024639
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:04:32.000Z,授賞式は日本時間で3/11（月）なんだって,1,0,0,33,https://twitter.com/rockstar_AIM/status/1749931146358743106
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:04:18.000Z,"""Black Americans country"" this country is owned by white people and was founded FOR white people in mind. ",1,0,1,24,https://twitter.com/Dexignerdreams/status/1749931089370497425
I'm Batman,@Pray4TheBatman,2024-01-23T23:03:51.000Z,"Being in the senate is probably a wise move for her. A president or VP position is usually for those that have already had their fill in politics or was already globally known. That's why Trump won. Hes a rockstar. For Kari, I think it would be best for her to get some experience",1,0,0,8,https://twitter.com/Pray4TheBatman/status/1749930977185476935
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:03:48.000Z,Black people focus way to much on men’s sexuality and talks nothing but shit on gay men or calls everything a straight man does like eating a  “gay” which is why “homophobia” “toxic masculinity” on top of men being “trade/DL” a problem in our community.,0,0,0,24,https://twitter.com/JTheFantasy/status/1749930964963189100
Brock “The RockStar” Easley,@TheBrockEasley,2024-01-23T23:03:48.000Z,NOBODY DOES IT BEST!!!,0,0,0,3,https://twitter.com/TheBrockEasley/status/1749930964506001608
Brock “The RockStar” Easley,@TheBrockEasley,2024-01-23T23:03:29.000Z,,0,0,0,17,https://twitter.com/TheBrockEasley/status/1749930885481140357
ʟᴀᴠᴇɴᴅᴇʀ,@_alkha0,2024-01-23T23:03:28.000Z,Yoongi Rockstar ,0,0,0,18,https://twitter.com/_alkha0/status/1749930881291010091
Dylan Quattrucci,@Dylan4America,2024-01-23T23:03:16.000Z,"Just arrived at President Trump’s NH primary victory party and ran into the wonderful Alina Habba.

Alina is President Trump’s rockstar attorney & a huge inspiration of mine!",9,27,100,782,https://twitter.com/Dylan4America/status/1749930828493128087
Brock “The RockStar” Easley,@TheBrockEasley,2024-01-23T23:02:49.000Z,YEAH MON!!!,0,0,2,10,https://twitter.com/TheBrockEasley/status/1749930714995282335
Brock “The RockStar” Easley,@TheBrockEasley,2024-01-23T23:03:48.000Z,NOBODY DOES IT BEST!!!,0,0,0,3,https://twitter.com/TheBrockEasley/status/1749930964506001608
kida,@kidasnow,2024-01-23T23:01:20.000Z,i love you my rockstar gf,0,0,0,12,https://twitter.com/kidasnow/status/1749930341253747100
RockStar HotDogs,@RockStarHotDogs,2024-01-23T23:00:34.000Z,MENU SPOTLIGHT:,0,0,0,1,https://twitter.com/RockStarHotDogs/status/1749930149842128949
wawa sa5656,@WSa5656,2024-01-23T23:00:23.000Z,"おはようございます今日も素敵な1日をお過ごし下さいRockLegendRockSTARTHE ROLLING STONESJUMPIN’　JACK FLASH
HONKY TONK WOMEN

今日も宜しくお願い致します",0,0,5,12,https://twitter.com/WSa5656/status/1749930105177276877
CVman02,@CVman021,2024-01-23T23:00:04.000Z,Looking so amazingly good.  Definitely Rockstar Lean,0,0,0,4,https://twitter.com/CVman021/status/1749930023832916084
@WolframCochrane,@WolframCochrane,2024-01-23T22:59:38.000Z,"You’re a rockstar.

Make the panhandle proud, sir.",0,0,4,77,https://twitter.com/WolframCochrane/status/1749929916995416292
CanalPressStart,@CanalPressStart,2024-01-23T22:59:31.000Z,e fazer jogo rockstar? Ceis pensa em fazer isso ai?,0,0,0,8,https://twitter.com/CanalPressStart/status/1749929884342727062
Thomas O'Boyle,@ThatThomasFella,2024-01-23T22:59:11.000Z,Sorry to hear about that. I saw a couple of programming gigs for Rockstar yesterday if that helps.,1,0,1,11,https://twitter.com/ThatThomasFella/status/1749929803254292488
"Cyndi Williams, Ed.D.",@CyndiWms5,2024-01-23T22:58:58.000Z,YOU are a ROCKSTAR!!!Soooo excited for your session!,0,0,0,44,https://twitter.com/CyndiWms5/status/1749929745569948148
LUIZ,@LuizDstrbsPeace,2024-01-23T22:58:44.000Z,Know I got a lot like ima rockstar,0,0,0,12,https://twitter.com/LuizDstrbsPeace/status/1749929689584636197
Rockstar Lifestyle,@mosthated23__,2024-01-23T22:58:33.000Z,Ummmm since when they let you watch someone get cremated ,0,0,0,61,https://twitter.com/mosthated23__/status/1749929644013572545
A Rockstar Fantasy,@JTheFantasy,2024-01-23T22:58:21.000Z,Y’all think a man who have kids or married can’t be but if he wears a dress he gay ? Now how does that work lmaooooooooooo,0,0,0,34,https://twitter.com/JTheFantasy/status/1749929590099726663
Ronder Leah,@5269atc,2024-01-23T22:58:00.000Z,Oh ok.  I bet since it’s insider information that you can’t share your source for your absurd claim.  Texas is the rockstar!,0,0,0,15,https://twitter.com/5269atc/status/1749929502061322256
muriel petrone,@petrone_muriel,2024-01-23T22:57:50.000Z,My man has the body of a 70s rockstar,0,0,0,1,https://twitter.com/petrone_muriel/status/1749929461473034434
Rockstar Tony,@RockstarTonyx,2024-01-23T22:57:21.000Z,Who’s child can I claim on my taxes?,0,0,0,43,https://twitter.com/RockstarTonyx/status/1749929341721383282
Daniel Miller,@DanTheDadBodGod,2024-01-23T22:57:10.000Z,Danai!!!! You rockstar!!! Congratulations!!!,1,0,1,20,https://twitter.com/DanTheDadBodGod/status/1749929296007766448
The Nigerian Rockstar,@JOyogoa,2024-01-23T22:57:07.000Z,"Noted, advice I plan on using soon ",0,0,1,129,https://twitter.com/JOyogoa/status/1749929283236069674
100 MGMT,@100mgmt,2024-01-23T22:57:03.000Z,"'Rockstar' album   (""Wrecking Ball"" ft. ) week of 1/27/24, 9th Week

#22 Top Current Album Sales
#30 Top Album Sales",1,0,0,13,https://twitter.com/100mgmt/status/1749929263904759974
sc37,@sunnyc37,2024-01-23T22:56:53.000Z,,0,0,0,0,https://twitter.com/sunnyc37/status/1749929222859014284
Rockstar,@mgv_xo,2024-01-23T22:56:32.000Z,"Mi fyp de TikTok está llena de audios de anime, como te explico que yo no veo eso ",0,0,0,20,https://twitter.com/mgv_xo/status/1749929135391281469
Jack,@GonzoArena,2024-01-23T22:56:21.000Z,"This clown ass bitch doesn't realize if somehow by some miracle he wins a case against Rockstar, then WB would just sue him lmao people are beyond stupid omg",0,0,0,7,https://twitter.com/GonzoArena/status/1749929087353643236
carol៹ by chuu,@shxjisung,2024-01-23T22:56:20.000Z,2,0,0,0,0,https://twitter.com/shxjisung/status/1749929082521874543
