Name,Handle,Timestamp,Content,Comments,Retweets,Likes,Analytics,Tweet Link
THE DON ROCKSTAR ૮₍˃̵֊ ˂̵ ₎ა,@Dexignerdreams,2024-01-23T23:18:00.000Z,Your ancestors built something cause they were FORCED to. They didn't have a choice or they'd die and you wouldn't be here. If our ancestors couldn't build anything how do we have functioning countries in the Caribbean?,1,0,0,11,https://twitter.com/Dexignerdreams/status/1749934537407172786
sasha∞⁸ | IN HER ROCKSTAR ERA,@hjthesweetmochi,2024-01-23T23:18:00.000Z,I know! I mean everyone are happy with these 2 talented people performing together and even doing dance challenges. But here comes a loser trying to ruin the fun,0,0,0,3,https://twitter.com/hjthesweetmochi/status/1749934536136474935
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:17:58.000Z,アカデミー授賞式は日本時間3/11（月）朝７時から放送なんだってWOWOW見れないけど速報楽しみにしてるよ,0,0,0,4,https://twitter.com/rockstar_AIM/status/1749934526846079158
Marshall Frosty Faustings,@AxolotlRockstar,2024-01-23T23:17:38.000Z,vanilla fosty,1,0,0,14,https://twitter.com/AxolotlRockstar/status/1749934446810476796
Maza,@Mazza8032,2024-01-23T23:17:36.000Z,C’est tlm la Rockstar qu’il pense être,0,0,2,100,https://twitter.com/Mazza8032/status/1749934434953122212
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:17:33.000Z,アカデミー授賞式は日本時間3/11（月）朝７時から放送なんだってWOWOW見れないけど速報楽しみにしてるよ,0,0,0,4,https://twitter.com/rockstar_AIM/status/1749934424622547285
Rob,@RcRobby13,2024-01-23T23:16:34.000Z,"GM Sweep, you Rockstar!",0,0,0,4,https://twitter.com/RcRobby13/status/1749934175048667316
A Rockstar Fantasy,@JTheFantasy,2024-01-23T23:16:16.000Z,Something tells me she probably deserved it. You know how people throw rocks then hide they hand and try to play victim ? Yeah,0,0,0,6,https://twitter.com/JTheFantasy/status/1749934099924447612
Depressing Pessimistic Padres Fan,@RollinStoney1,2024-01-23T23:16:13.000Z,"Come on ""Rockstar GM""",0,0,1,13,https://twitter.com/RollinStoney1/status/1749934087354380453
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:16:02.000Z,Werey go rush google am,0,0,0,6,https://twitter.com/JOyogoa/status/1749934041355186635
Intro,@useintro,2024-01-23T23:16:00.000Z, is a rockstar!! So happy to have him on Intro,0,0,0,3,https://twitter.com/useintro/status/1749934035064000679
不滅のロックスターᴬᴵᴹ,@rockstar_AIM,2024-01-23T23:15:49.000Z,3/11（月）朝７時からだねWOWOW見れないけど楽しみにしてるよ！,0,0,0,8,https://twitter.com/rockstar_AIM/status/1749933986791788824
Enrique Pazos,@enriquepazos,2024-01-23T23:15:29.000Z,"Como decía el rockstar Aristóteles:

""La única manera de evitar la crítica es no hacer nada, no decir nada y no ser nada.""",0,2,4,144,https://twitter.com/enriquepazos/status/1749933901978419692
YOSHI,@yoshi_rockstar,2024-01-23T23:15:23.000Z,,0,0,1,18,https://twitter.com/yoshi_rockstar/status/1749933880239640607
hamie rewatching hannibal (rockstar),@speakmeowtv,2024-01-23T23:15:13.000Z,this translation….. RAWRRRRARARAWAR,0,0,0,14,https://twitter.com/speakmeowtv/status/1749933837776273834
The Nigerian Rockstar,@JOyogoa,2024-01-23T23:15:11.000Z,"I've got some soundtracks from the movie that I still listen to,my favorite is ""The Greatest show""",1,0,0,6,https://twitter.com/JOyogoa/status/1749933827256950874
